source_idx,source_name,volume,issue,n_works,yr_min,yr_max,yr_spread,years_and_counts,example_titles
82262387,Journal of Information Systems,20,1,15,2006,2011,5,"{2006: 14, 2011: 1}",모바일 상거래 연구의 최근 동향
203860005,The Quarterly Journal of Economics,122,4,11,2002,2007,5,"{2002: 1, 2007: 10}",Entitled to Work: Urban Property Rights and Labor Supply in Peru
100134864,European Journal of Political Economy,21,2,18,2000,2005,5,"{2000: 1, 2004: 16, 2005: 1}",Inventors and Pirates: Creative Activity and Intellectual Property Rights
185905316,The Journal of Technology Transfer,47,3,13,2017,2022,5,"{2017: 7, 2021: 4, 2022: 2}",Barriers to university–industry collaboration in an emerging market: Firm-level evidence from Turkey | Public support for research in artificial intelligence: a descriptive study of U.S. Department of Defense SBIR Projects
5353659,The Journal of Finance,73,1,13,2013,2018,5,"{2013: 1, 2017: 9, 2018: 3}",The Leverage Ratchet Effect
44376543,Business & Society,52,2,6,2008,2013,5,"{2008: 1, 2009: 2, 2010: 2, 2013: 1}",An Exploratory Analysis of Corporate Social Responsibility and Disclosure
155657779,International Journal of Business Innovation and Research,1,1,508,2018,2023,5,"{2018: 11, 2019: 90, 2020: 133, 2021: 156, 2022: 104, 2023: 14}",Marketing strategies for start-up enterprises: Conceptual framework to analyze business performance through cross-sectional metrics | Openness in Research and Development: Co-patenting Impact on Breakthrough Innovations in the Pharmaceutical Industry
76900604,International Journal of Strategic Change Management,1,1,7,2017,2022,5,"{2017: 4, 2022: 3}",Investigating the determinants of sustainable organisational change perception among Millennial generation: an evidence-based study | The effect of strategic management thinking on organisational change considering the role of the staff responsiveness
8557221,Journal of Labor Economics,37,3,10,2014,2019,5,"{2014: 3, 2015: 1, 2019: 6}",Minimum Wages and Spatial Equilibrium: Theory and Evidence
57667410,Annals of Operations Research,323,1-2,15,2018,2023,5,"{2018: 1, 2020: 1, 2022: 3, 2023: 10}",Design of a multi echelon product recovery embeded reverse logistics network for multi products and multi periods
95323914,Journal of Political Economy,122,4,5,2009,2014,5,"{2009: 1, 2014: 4}",Extensive and Intensive Investment over the Business Cycle
174413665,Review of Income and Wealth,66,3,10,2015,2020,5,"{2015: 1, 2019: 8, 2020: 1}",State Dependence in Welfare Benefits in a Non-Welfare Context
8557221,Journal of Labor Economics,33,2,9,2010,2015,5,"{2010: 2, 2015: 7}",The Earnings Effect of Inter-Industry Technology Differences: A Comparison of the Self-Employed and Wage Earners | Job Transition Process by Reasons of Job Separation and Its Determining Factors
198098467,Journal of International Economics,82,2,11,2005,2010,5,"{2005: 1, 2010: 10}",Airplanes and Comparative Advantage
2876017,Journal of Banking & Finance,37,11,46,2008,2013,5,"{2008: 1, 2012: 1, 2013: 44}",Banking Crises: An Equal Opportunity Menace
146099957,International Journal of Finance & Economics,10,3,5,2000,2005,5,"{2000: 1, 2005: 4}",Japan Premium and Stock Prices: Two Mirrors of Japanese Banking Crises
86125002,Environmental and Resource Economics,38,3,7,2002,2007,5,"{2002: 1, 2007: 6}",Environmental Policy and Growth when Inputs are Differentiated in Pollution Intensity
184446198,Journal of Public Economic Theory,21,6,14,2014,2019,5,"{2014: 1, 2018: 3, 2019: 10}",The Political Sustainability of a Basic Income Scheme and Social Health Insurance
46039370,Journal of Economic Geography,22,2,9,2017,2022,5,"{2017: 1, 2021: 7, 2022: 1}",International Family Migration and the Dual-Earner Model
88935262,The Review of Economic Studies,83,2,11,2011,2016,5,"{2011: 1, 2013: 1, 2015: 8, 2016: 1}",Referral-Based Job Search Networks
96544531,Applied Economics Letters,32,1,27,2019,2024,5,"{2019: 1, 2021: 1, 2023: 24, 2024: 1}",Correction
201533460,Applied Economics,45,12,8,2007,2012,5,"{2007: 1, 2012: 7}","The Cyclicality of Consumption, Wages and Employment of the Public Sector in the Euro Area"
105710273,Review of Financial Economics,18,2,10,2004,2009,5,"{2004: 3, 2008: 6, 2009: 1}",In memory of Professor James R. Webb
181171746,Journal of Economic Growth,18,1,3,2007,2012,5,"{2007: 1, 2012: 2}","The Farm, the City, and the Emergence of Social Security"
170137484,Review of Financial Studies,29,9,6,2011,2016,5,"{2011: 1, 2015: 1, 2016: 4}",The Importance of Trust for Investment: Evidence from Venture Capital
2764651625,Journal of Economic Integration,21,1,10,2001,2006,5,"{2001: 1, 2006: 9}",Measuring Services Trade Liberalization and Its Impact on Economic Growth: An Illustration
88935262,The Review of Economic Studies,82,4,10,2010,2015,5,"{2010: 1, 2015: 9}",Income Differences and Prices of Tradables: Insights from an Online Retailer
4210210868,Revue internationale P M E Économie et gestion de la petite et moyenne entreprise,20,1,7,2007,2012,5,"{2007: 1, 2012: 6}",Éditorial
165253824,Scandinavian Journal of Economics,121,3,14,2014,2019,5,"{2014: 1, 2018: 10, 2019: 3}",Bidding for Firms with Unknown Characteristics
88935262,The Review of Economic Studies,92,5,20,2019,2024,5,"{2019: 1, 2024: 19}",Markups and Inequality
57667410,Annals of Operations Research,241,1-2,22,2011,2016,5,"{2011: 1, 2012: 8, 2013: 5, 2014: 6, 2016: 2}",Australian electricity market and price volatility
7241030,Cliometrica,13,2,5,2013,2018,5,"{2013: 1, 2018: 4}",From Boom to Bust: A Typology of Real Commodity Prices in the Long Run
34139249,The RAND Journal of Economics,39,2,12,2003,2008,5,"{2003: 1, 2006: 1, 2008: 10}",Incentives and Invention in Universities
178258306,Empirical Economics,44,2,29,2007,2012,5,"{2007: 1, 2011: 8, 2012: 20}",Intertemporal Labor Supply and Involuntary Unemployment
8124760,Journal of Management & Organization,30,2,12,2019,2024,5,"{2019: 2, 2020: 7, 2021: 1, 2022: 1, 2024: 1}",Leave no one behind? Transitioning from the military to civilian life in New Zealand
8557221,Journal of Labor Economics,31,2,7,2008,2013,5,"{2008: 1, 2013: 6}","Rising Household Income Inequality in Korea, 1996-2000 - Impacts of Changing Wages, Labor Supply, and Household Structure -"
197981039,Economics and Politics,17,1,5,2000,2005,5,"{2000: 1, 2005: 4}","FISCAL CONSTRAINTS, COLLECTION COSTS, AND TRADE POLICIES"
60370010,Journal of the Knowledge Economy,12,1,24,2015,2020,5,"{2015: 2, 2016: 11, 2017: 4, 2018: 1, 2019: 1, 2020: 5}",Squeezing the Middle: the Consequences of Quality Oversight in Management Education
82262387,Journal of Information Systems,26,2,19,2012,2017,5,"{2012: 14, 2017: 5}",Influence of Economic Value and Information Quality on Repurchase Intention in Social Commerce based on Motivation Theory | A Study on the Privacy Concern of e-commerce Users: Focused on Information Boundary Theory
82262387,Journal of Information Systems,16,1,20,2002,2007,5,"{2002: 8, 2007: 12}",Determinants of Consulting Service Quality for Accounting and Nonaccounting Service Providers | Contracting for Information System Outsourcing with Multiple Bidders
138400101,Managerial and Decision Economics,28,4-5,25,2002,2007,5,"{2002: 1, 2007: 24}",Benefits and Costs of Newer Drugs: An Update
107325288,Social Choice and Welfare,33,2,7,2004,2009,5,"{2004: 1, 2008: 3, 2009: 3}",Ranking Intersecting Lorenz Curves
5353659,The Journal of Finance,74,3,13,2014,2019,5,"{2014: 1, 2018: 1, 2019: 11}",Liquidity Risk and the Dynamics of Arbitrage Capital
82262387,Journal of Information Systems,20,2,10,2006,2011,5,"{2006: 9, 2011: 1}",온라인 리뷰를 활용한 사용자 이해 및 서비스 가치 증대
134953813,Economics bulletin,4,35,4,2003,2008,5,"{2003: 1, 2006: 1, 2007: 1, 2008: 1}",Kemeny's rule and Slater's rule: A binary comparison
49331332,Service Industries Journal,43,5-6,6,2018,2023,5,"{2018: 2, 2020: 1, 2022: 1, 2023: 2}",Employer perspectives on undeclared work in the service sector: impacts and policy responses
8557221,Journal of Labor Economics,28,3,7,2005,2010,5,"{2005: 1, 2007: 1, 2010: 5}",Job mobility of the university graduates youth in Korea
88935262,The Review of Economic Studies,72,4,10,2000,2005,5,"{2000: 1, 2005: 9}",The Timing of Purchases and Aggregate Fluctuations
184446198,Journal of Public Economic Theory,20,2,8,2012,2017,5,"{2012: 1, 2017: 7}",Taxation of Firms with Unknown Mobility
57667410,Annals of Operations Research,349,2,34,2018,2023,5,"{2018: 2, 2019: 9, 2020: 3, 2021: 9, 2022: 9, 2023: 2}",Environmental production and productivity growth: evidence from european paper and pulp manufacturing | Optimal green product’s pricing and level of sustainability in supply chains: effects of information and coordination
37173775,European Journal of Law and Economics,45,3,7,2013,2018,5,"{2013: 1, 2016: 1, 2017: 2, 2018: 3}",What you sell is what you lend? Revealing complexity of riba in loan contract
4210210868,Revue internationale P M E Économie et gestion de la petite et moyenne entreprise,20,2,7,2007,2012,5,"{2007: 1, 2012: 6}",Éditorial
33323087,Management Science,4,4,7,2009,2014,5,"{2009: 5, 2014: 2}",A Evaluation of Google's Organisational & Recruitment Culture | Development of a Vehicle Time Values Information System
134953813,Economics bulletin,4,34,3,2003,2008,5,"{2003: 1, 2007: 1, 2008: 1}",FIRM SIZE AND MONITORING
4210206322,PharmacoEconomics - Open,3,3,16,2014,2019,5,"{2014: 1, 2018: 4, 2019: 11}",A Study on the network performance of the road traffic system on airside at Amsterdam Airport Schiphol
165087003,Journal of the European Economic Association,22,1,11,2018,2023,5,"{2018: 1, 2023: 10}",Come Together: Firm Boundaries and Delegation
33323087,Management Science,1,1,4,2006,2011,5,"{2006: 3, 2011: 1}",Asset Pricing Restrictions on Predictability
4210186146,Economía Agraria y Recursos Naturales,3,1,7,2011,2016,5,"{2011: 6, 2016: 1}",La demanda regional de bebidas alcohólicas en España. Impacto de un incremento de los impuestos especiales
127742747,Journal of Econometrics,222,1,39,2016,2021,5,"{2016: 1, 2020: 37, 2021: 1}",Disentangling Moral Hazard and Adverse Selection in Private Health Insurance
99304778,Forum for Social Economics,49,1,7,2014,2019,5,"{2014: 1, 2015: 1, 2016: 4, 2019: 1}",Individual Utility Effects of Minimum Wages in a New Activity-Choice Framework
122161766,Journal of Forecasting,34,4,6,2010,2015,5,"{2010: 1, 2015: 5}",Does Disagreement Amongst Forecasters Have Predictive Value?
2913204857,Journal of Business Economics,88,7-8,7,2013,2018,5,"{2013: 1, 2017: 1, 2018: 5}",Self-Enforcing Capital Tax Coordination
134953813,Economics bulletin,6,11,5,2003,2008,5,"{2003: 1, 2004: 1, 2006: 1, 2007: 1, 2008: 1}",Why Global Integration May Lead to Terrorism: An Evolutionary Theory of Mimetic Rivalry
166797808,International Journal of Indian Culture and Business Management,1,1,379,2018,2023,5,"{2018: 13, 2019: 48, 2020: 107, 2021: 99, 2022: 83, 2023: 29}",Consumers Risk Relieving Strategy towards Branded Food Outbreak: The case of Maggie Noodles in India | The emergence of academic ghost writers from India in the international contract cheating industry
165087003,Journal of the European Economic Association,17,4,9,2014,2019,5,"{2014: 1, 2016: 1, 2018: 4, 2019: 3}",The Commitment Role of Equity Financing
4210210868,Revue internationale P M E Économie et gestion de la petite et moyenne entreprise,20,3-4,10,2007,2012,5,"{2007: 1, 2012: 9}",Éditorial
22315241,FinanzArchiv Public Finance Analysis,69,1,5,2008,2013,5,"{2008: 1, 2013: 4}",The Johansson-Samuelson Theorem in General Equilibrium: A Rebuttal
134953813,Economics bulletin,12,2,4,2002,2007,5,"{2002: 1, 2004: 1, 2006: 1, 2007: 1}","On the choice of incentives in firms: influence activity, monitoring technology and organizational structure"
33323087,Management Science,63,8,18,2011,2016,5,"{2011: 1, 2016: 17}",The First Deal: The Division of Founder Equity in New Ventures
37173775,European Journal of Law and Economics,45,1,7,2012,2017,5,"{2012: 1, 2014: 1, 2015: 1, 2016: 2, 2017: 2}",The impact of economic growth and good governance on misery index in Iranian economy
105710273,Review of Financial Economics,16,1,8,2002,2007,5,"{2002: 2, 2006: 5, 2007: 1}",Leveraging corporate strategic advantage using alliances and joint ventures
8557221,Journal of Labor Economics,27,2,7,2004,2009,5,"{2004: 2, 2009: 5}",Analysis on the Factors of Re-employment of Veterans After Long-term Military Service | Father's Education and Inequality in Korean Labor Market
4210186146,Economía Agraria y Recursos Naturales,1,1,8,2011,2016,5,"{2011: 7, 2016: 1}",Análisis bioeconómico del cultivo de dorada en Canarias y en el Mediterráneo
8557221,Journal of Labor Economics,26,1,6,2003,2008,5,"{2003: 1, 2008: 5}",An Analysis of the Factors of Youth Unemployment and Nonparticipation in Korea
201037040,International Journal of Manpower,34,6,7,2008,2013,5,"{2008: 1, 2013: 6}",Scientific (Wo)Manpower? Gender and the Composition and Earnings of PhDs in Sweden
180061323,The Review of Economics and Statistics,89,2,15,2002,2007,5,"{2002: 1, 2007: 14}",Retirement Consumption: Insights from a Survey
49331332,Service Industries Journal,43,9-10,6,2018,2023,5,"{2018: 1, 2023: 5}",Using social exchange perspective to explain customer voluntary performance behavior
82262387,Journal of Information Systems,18,2,13,2004,2009,5,"{2004: 12, 2009: 1}",웹 기반 원격교육의 학업성취에 미치는 영향: 시스템 상호작용의 조절효과 관점에서
123914889,International Journal of Entrepreneurship and Small Business,1,1,117,2018,2023,5,"{2018: 4, 2019: 14, 2020: 31, 2021: 34, 2022: 18, 2023: 16}",Opportunities For Raising The Entrepreneurial Culture A Factor For Competitiveness Of The Bulgarian Economy | Exploring State Interventions in Entrepreneurship Development in India: Evidence from Jammu and Kashmir
95323914,Journal of Political Economy,120,2,4,2007,2012,5,"{2007: 1, 2012: 3}","Endogenous Entry, Product Variety, and Business Cycles"
98984247,Computational Economics,37,3,5,2006,2011,5,"{2006: 1, 2010: 1, 2011: 3}",A Class of Evolutionary Models for Participation Games with Negative Feedback
102949365,Strategic Management Journal,23,3,8,2002,2007,5,"{2002: 7, 2007: 1}",Creating value in the face of declining performance: firm strategies and organizational recovery
203860005,The Quarterly Journal of Economics,133,4,9,2013,2018,5,"{2013: 1, 2018: 8}",Marginal Tax Rates and Income: New Time Series Evidence
8557221,Journal of Labor Economics,26,3,6,2003,2008,5,"{2003: 1, 2008: 5}",A Study on Factors Affecting Job Seekers' Utilization of Social Networks
185905316,The Journal of Technology Transfer,43,6,14,2013,2018,5,"{2013: 1, 2016: 5, 2017: 6, 2018: 2}","Grace, gold, or glory? Exploring incentives for invention disclosure in the university context"
88935262,The Review of Economic Studies,91,6,18,2019,2024,5,"{2019: 1, 2023: 5, 2024: 12}","Granular Search, Market Structure, and Wages"
2736497804,Revista Brasileira de Inovação,3,1,9,2004,2009,5,"{2004: 1, 2009: 8}",Nota dos Editores
185653637,Journal of agricultural and resource economics,44,1,3,2014,2019,5,"{2014: 1, 2019: 2}",A Comparison of Food Demand Estimation from Homescan and Consumer Expenditure Survey Data
5984737,Journal of Financial Intermediation,20,2,7,2005,2010,5,"{2005: 1, 2010: 6}",Regulation of Multinational Banks: A Theoretical Inquiry
95323914,Journal of Political Economy,123,2,7,2010,2015,5,"{2010: 1, 2015: 6}",Estimating the Cream Skimming Effect of School Choice
51184730,International Journal of Business Excellence,1,1,585,2018,2023,5,"{2018: 23, 2019: 136, 2020: 185, 2021: 144, 2022: 78, 2023: 19}",The role of religious values and power distance on the association between servant leadership and job satisfaction | EFFICIENCY MEASUREMENT OF INDIAN BANKING SECTOR: MALMQUIST DEA APPROACH
33323087,Management Science,61,7,15,2010,2015,5,"{2010: 1, 2014: 8, 2015: 6}",Bonus Payments and Reference Point Violations
180126918,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,5,15,56,2006,2011,5,"{2006: 1, 2011: 55}",The elements of organizational culture which influence the maintenance of ISO 9001: A theoretical framework
33323087,Management Science,3,4,9,2008,2013,5,"{2008: 5, 2013: 4}",Effective Management of Innovative Processes in Latvian Education: Teacher-mentors view | Inter Personnel Organizational Collaboration as Necessary Desire
